,ArrDelay,Month,DayOfWeek,AirTime,Distance,TaxiIn,TaxiOut,DepDelay,Diverted,Carrier,Weather,NAS,Security,LateAircraft
3801,35,11,5,81,528,12,47,-5,0,0,0,1,0,0
3802,-6,10,4,147,1057,3,10,-1,0,0,0,0,0,0
3803,-17,10,3,175,1515,3,21,-3,0,0,0,0,0,0
3804,-15,6,1,133,925,5,7,-5,0,0,0,0,0,0
3805,84,3,5,147,1076,8,16,93,0,0,0,1,0,1
3806,1,7,3,76,495,4,8,13,0,0,0,0,0,0
3807,-1,1,2,43,296,10,6,0,0,0,0,0,0,0
3808,29,12,4,132,738,5,8,44,0,0,0,0,0,1
3809,27,12,4,31,179,5,16,30,0,1,0,0,0,0
3810,54,8,7,134,867,10,16,59,0,0,1,0,0,1
3811,-20,2,7,96,700,3,8,-2,0,0,0,0,0,0
3812,8,12,1,63,403,17,17,-1,0,0,0,0,0,0
3813,-1,9,3,66,386,12,14,-9,0,0,0,0,0,0
3814,-14,7,7,64,496,3,6,-2,0,0,0,0,0,0
3815,-4,3,2,166,1189,15,11,-6,0,0,0,0,0,0
3816,66,5,6,157,998,5,46,31,0,0,0,1,0,1
3817,11,10,6,73,269,5,12,-1,0,0,0,0,0,0
3818,-15,6,7,62,369,3,14,-5,0,0,0,0,0,0
3819,-5,9,4,56,316,11,18,-10,0,0,0,0,0,0
3820,41,3,1,81,612,5,37,23,0,0,1,1,0,0
3821,-1,6,4,292,2153,7,29,-6,0,0,0,0,0,0
3822,-4,2,3,359,2586,8,20,-1,0,0,0,0,0,0
3823,-5,2,4,41,189,2,11,-4,0,0,0,0,0,0
3824,2,2,3,66,464,14,12,-3,0,0,0,0,0,0
3825,5,8,1,243,1829,7,16,-9,0,0,0,0,0,0
3826,-5,4,3,54,313,2,9,-5,0,0,0,0,0,0
3828,20,7,5,94,651,13,33,0,0,0,0,1,0,0
3829,-9,4,7,115,906,6,25,-5,0,0,0,0,0,0
3830,-14,1,6,139,1199,7,11,-4,0,0,0,0,0,0
3831,-15,6,4,72,458,4,12,-8,0,0,0,0,0,0
3832,-2,11,6,45,328,7,20,-4,0,0,0,0,0,0
3833,245,2,2,71,281,9,12,228,0,0,0,1,0,1
3834,-2,3,2,55,338,3,7,3,0,0,0,0,0,0
3835,42,5,3,187,1562,4,21,45,0,0,1,0,0,0
3836,-5,10,6,62,448,3,15,-5,0,0,0,0,0,0
3837,47,11,7,161,1347,7,7,57,0,0,0,1,0,1
3838,-2,4,7,60,366,9,23,-5,0,0,0,0,0,0
3839,-15,2,3,39,256,3,10,-3,0,0,0,0,0,0
3840,-9,1,4,124,871,5,31,-9,0,0,0,0,0,0
3841,2,5,1,117,762,2,18,10,0,0,0,0,0,0
3842,13,5,4,36,237,4,8,20,0,0,0,0,0,0
3843,20,9,5,46,297,4,15,25,0,0,0,0,0,1
3844,20,7,2,137,1085,7,43,-4,0,1,0,0,0,0
3845,74,4,2,74,416,7,22,68,0,0,0,1,0,1
3846,15,6,6,93,643,7,10,25,0,1,0,0,0,0
3847,-1,5,1,46,293,4,7,2,0,0,0,0,0,0
3848,22,4,3,44,254,4,11,18,0,0,0,1,0,1
3849,-6,3,5,59,370,11,16,-4,0,0,0,0,0,0
3850,-5,5,4,62,335,8,20,-4,0,0,0,0,0,0
3851,-17,5,7,204,1772,3,17,-1,0,0,0,0,0,0
3852,-28,10,7,150,1192,6,12,-1,0,0,0,0,0,0
3853,-22,1,2,95,612,3,8,-3,0,0,0,0,0,0
3854,-7,10,6,185,1302,6,12,-2,0,0,0,0,0,0
3856,20,3,2,157,1249,5,8,39,0,0,0,0,0,1
3857,-1,7,3,160,1084,9,9,-5,0,0,0,0,0,0
3858,18,2,4,42,200,8,26,7,0,0,0,1,0,1
3859,-17,10,2,27,123,3,8,-2,0,0,0,0,0,0
3860,0,4,4,110,839,3,22,0,0,0,0,0,0,0
3861,-6,5,4,184,1618,3,11,11,0,0,0,0,0,0
3862,33,12,3,65,445,4,12,40,0,1,0,0,0,0
3863,-9,7,4,124,954,9,10,2,0,0,0,0,0,0
3864,-13,5,7,73,469,7,10,-1,0,0,0,0,0,0
3865,-14,6,1,141,1011,5,27,-3,0,0,0,0,0,0
3866,-1,1,6,90,485,1,19,0,0,0,0,0,0,0
3867,-20,3,3,84,317,9,5,0,0,0,0,0,0,0
3868,3,6,3,76,605,4,10,18,0,0,0,0,0,0
3869,-14,4,4,48,329,4,17,-3,0,0,0,0,0,0
3870,-10,4,2,133,1069,2,11,4,0,0,0,0,0,0
3871,4,10,3,38,180,4,11,6,0,0,0,0,0,0
3872,-7,7,3,70,501,4,17,-3,0,0,0,0,0,0
3873,-19,5,1,125,938,9,9,-2,0,0,0,0,0,0
3874,10,7,6,39,228,4,8,19,0,0,0,0,0,0
3875,20,8,6,209,1587,6,20,20,0,1,0,0,0,0
3876,10,8,2,54,359,4,6,16,0,0,0,0,0,0
3877,3,12,7,75,548,8,24,-3,0,0,0,0,0,0
3878,-7,6,4,48,232,3,15,0,0,0,0,0,0,0
3879,13,1,4,97,694,9,13,11,0,0,0,0,0,0
3880,-3,7,3,28,127,7,11,-4,0,0,0,0,0,0
3881,76,7,3,104,408,7,25,41,0,1,1,1,0,0
3882,-23,7,2,170,1147,4,10,-12,0,0,0,0,0,0
3883,-15,5,5,144,1076,6,11,-4,0,0,0,0,0,0
3884,-14,2,6,171,1541,10,12,-8,0,0,0,0,0,0
3885,35,1,2,65,414,5,21,36,0,0,0,0,0,1
3886,-9,1,4,47,304,4,26,-5,0,0,0,0,0,0
3887,95,2,2,61,280,6,23,100,0,0,1,0,0,0
3888,3,4,2,82,627,7,18,0,0,0,0,0,0,0
3889,1,4,5,67,446,2,8,4,0,0,0,0,0,0
3890,4,2,4,111,781,11,16,5,0,0,0,0,0,0
3891,-6,2,6,200,1813,7,6,16,0,0,0,0,0,0
3892,-16,12,6,163,1449,4,18,-2,0,0,0,0,0,0
3893,-3,3,2,188,1587,10,16,-3,0,0,0,0,0,0
3894,27,10,3,180,1471,6,44,2,0,0,0,1,0,0
3895,-7,2,3,73,448,3,24,-6,0,0,0,0,0,0
3896,3,4,7,158,1091,6,11,-4,0,0,0,0,0,0
3897,-7,11,5,69,515,6,27,-4,0,0,0,0,0,0
3898,-26,4,7,105,861,7,10,-4,0,0,0,0,0,0
3899,19,9,2,56,354,5,33,0,0,0,0,1,0,0
3900,-17,1,3,81,598,11,8,-12,0,0,0,0,0,0
3901,-13,4,2,43,238,8,10,-7,0,0,0,0,0,0
3902,-10,12,1,47,267,3,10,-1,0,0,0,0,0,0
3903,37,12,1,87,644,6,14,45,0,0,0,0,0,1
3904,0,6,1,160,1217,6,14,0,0,0,0,0,0,0
3905,5,11,4,66,377,15,10,4,0,0,0,0,0,0
3906,11,9,3,71,545,6,38,0,0,0,0,0,0,0
3907,3,1,5,78,496,2,13,0,0,0,0,0,0,0
3908,10,12,2,114,644,6,22,3,0,0,0,0,0,0
3909,-7,3,7,147,1047,4,11,-4,0,0,0,0,0,0
3910,-19,11,3,70,473,6,12,-2,0,0,0,0,0,0
3911,-1,4,1,124,810,4,11,-4,0,0,0,0,0,0
3912,12,4,2,24,109,2,21,15,0,0,0,0,0,0
3913,3,12,6,70,508,6,26,-2,0,0,0,0,0,0
3914,4,2,4,125,833,5,8,11,0,0,0,0,0,0
3915,1,2,6,23,102,6,6,-5,0,0,0,0,0,0
3916,136,8,7,53,361,5,8,156,0,1,0,0,0,0
3917,6,3,1,52,258,3,11,10,0,0,0,0,0,0
3918,11,1,4,112,926,6,12,18,0,0,0,0,0,0
3919,-7,1,3,87,590,14,13,-10,0,0,0,0,0,0
3920,6,12,2,78,507,10,15,0,0,0,0,0,0,0
3921,-1,12,6,57,370,14,18,-6,0,0,0,0,0,0
3922,1,5,7,160,1034,3,22,-9,0,0,0,0,0,0
3923,-5,8,7,53,304,4,8,0,0,0,0,0,0,0
3924,2,12,2,31,86,4,14,-4,0,0,0,0,0,0
3925,-16,6,3,54,372,6,9,-4,0,0,0,0,0,0
3926,1,10,4,43,237,4,7,2,0,0,0,0,0,0
3927,-6,11,4,26,116,3,6,3,0,0,0,0,0,0
3928,-12,9,1,153,1126,5,8,-3,0,0,0,0,0,0
3929,5,11,6,84,483,7,14,0,0,0,0,0,0,0
3930,12,3,7,316,2329,9,35,-1,0,0,0,0,0,0
3931,9,7,4,134,900,12,24,-2,0,0,0,0,0,0
3932,15,3,5,249,1946,10,9,-3,0,0,0,1,0,0
3933,3,10,2,55,328,5,7,6,0,0,0,0,0,0
3934,10,4,2,100,640,6,12,17,0,0,0,0,0,0
3935,-2,9,5,80,551,4,15,-1,0,0,0,0,0,0
3936,-12,1,1,68,564,7,19,-7,0,0,0,0,0,0
3937,-11,4,3,52,304,8,12,-3,0,0,0,0,0,0
3938,-10,3,3,42,185,9,22,-1,0,0,0,0,0,0
3939,12,2,4,76,466,10,11,12,0,0,0,0,0,0
3940,-23,1,2,118,852,9,13,-8,0,0,0,0,0,0
3941,4,2,3,101,669,3,22,-2,0,0,0,0,0,0
3942,30,2,1,48,187,9,75,-2,0,0,0,1,0,0
3943,24,5,4,100,634,8,19,17,0,0,0,1,0,1
3944,-16,3,1,148,1020,3,9,-1,0,0,0,0,0,0
3945,-3,10,7,71,429,15,10,-6,0,0,0,0,0,0
3946,-14,3,2,195,1750,6,7,3,0,0,0,0,0,0
3947,-19,11,5,144,1065,9,10,-2,0,0,0,0,0,0
3948,24,7,4,198,1536,14,39,-2,0,0,0,1,0,0
3949,-1,5,3,94,614,11,19,-5,0,0,0,0,0,0
3950,53,7,3,132,1023,6,10,60,0,0,0,0,0,1
3951,14,10,4,27,139,4,10,25,0,0,0,0,0,0
3952,-16,4,2,45,290,3,13,-5,0,0,0,0,0,0
3953,6,3,4,158,1237,3,14,10,0,0,0,0,0,0
3954,-23,9,3,72,431,5,11,-6,0,0,0,0,0,0
3955,-19,5,4,132,1005,5,16,-2,0,0,0,0,0,0
3956,-9,12,7,41,248,2,6,-3,0,0,0,0,0,0
3957,0,5,4,214,1593,6,12,13,0,0,0,0,0,0
3958,-18,10,1,109,668,4,12,2,0,0,0,0,0,0
3959,-4,9,4,43,188,4,14,-5,0,0,0,0,0,0
3960,4,6,7,135,1033,12,21,-10,0,0,0,0,0,0
3961,-3,12,6,98,728,4,16,-4,0,0,0,0,0,0
3962,0,8,7,94,689,4,24,3,0,0,0,0,0,0
3963,5,8,1,270,2125,7,32,-1,0,0,0,0,0,0
3964,54,7,5,22,102,5,10,47,0,1,0,0,0,1
3965,6,4,4,284,2133,8,53,-7,0,0,0,0,0,0
3966,-8,10,5,65,269,3,8,-6,0,0,0,0,0,0
3967,-6,3,3,33,175,5,14,-3,0,0,0,0,0,0
3968,-3,8,3,74,491,4,12,2,0,0,0,0,0,0
3969,5,8,2,21,100,6,13,0,0,0,0,0,0,0
3970,-7,6,1,123,848,6,6,3,0,0,0,0,0,0
3971,4,4,2,56,341,16,19,-11,0,0,0,0,0,0
3972,-9,3,6,30,163,3,8,-10,0,0,0,0,0,0
3973,24,6,4,132,861,5,21,20,0,1,0,1,0,1
3974,-2,7,7,63,404,11,13,-5,0,0,0,0,0,0
3975,-21,1,6,145,1073,4,7,13,0,0,0,0,0,0
3976,8,10,5,91,714,3,10,14,0,0,0,0,0,0
3977,13,4,7,261,1848,26,11,2,0,0,0,0,0,0
3978,-1,11,3,66,403,11,13,-3,0,0,0,0,0,0
3979,-1,10,7,46,221,3,14,1,0,0,0,0,0,0
3980,-1,11,4,164,1235,6,11,-5,0,0,0,0,0,0
3981,13,3,6,49,258,5,6,23,0,0,0,0,0,0
3982,0,2,7,54,303,4,5,7,0,0,0,0,0,0
3983,246,8,6,299,2465,21,87,170,0,1,0,1,0,0
3984,6,1,2,201,1389,5,12,18,0,0,0,0,0,0
3985,29,3,5,157,1300,4,11,44,0,1,0,0,0,1
3986,0,1,1,141,997,5,7,7,0,0,0,0,0,0
3987,-14,12,1,84,694,6,14,-4,0,0,0,0,0,0
3988,76,7,2,85,644,4,24,82,0,0,0,1,0,0
3989,-20,6,4,126,1009,5,14,-2,0,0,0,0,0,0
3990,0,6,5,60,373,3,14,6,0,0,0,0,0,0
3991,67,9,1,158,1195,4,40,68,0,0,0,0,0,1
3993,25,9,6,26,110,7,13,25,0,1,0,0,0,0
3995,-10,8,3,76,416,1,8,-5,0,0,0,0,0,0
3996,7,8,2,31,120,4,7,9,0,0,0,0,0,0
3997,18,10,1,101,678,5,22,30,0,0,1,0,0,0
3998,-14,3,3,58,417,3,18,-4,0,0,0,0,0,0
3999,-26,1,3,222,1979,5,18,-5,0,0,0,0,0,0
4000,-6,8,2,93,680,4,19,-4,0,0,0,0,0,0
4001,-5,12,1,22,102,6,6,-9,0,0,0,0,0,0
4003,32,12,6,47,190,5,22,18,0,1,0,1,0,0
4004,58,12,1,68,501,4,12,69,0,1,0,0,0,1
4005,-22,6,5,100,657,6,7,-10,0,0,0,0,0,0
4006,-14,5,3,145,1025,4,13,-10,0,0,0,0,0,0
4007,-23,11,6,207,1619,6,9,-1,0,0,0,0,0,0
4009,10,12,3,173,1379,7,14,6,0,0,0,0,0,0
4010,-18,10,1,52,310,7,10,-10,0,0,0,0,0,0
4011,-15,11,5,63,455,4,10,-4,0,0,0,0,0,0
4012,-19,10,5,39,232,2,17,-2,0,0,0,0,0,0
4013,10,1,3,74,331,4,27,-8,0,0,0,0,0,0
4014,-15,2,4,49,321,6,9,-1,0,0,0,0,0,0
4015,-4,10,4,152,1121,12,15,-3,0,0,0,0,0,0
4016,19,3,6,21,72,3,38,-4,0,0,0,1,0,0
4017,-12,4,7,55,389,4,6,-2,0,0,0,0,0,0
4018,-14,6,6,142,1073,5,10,-6,0,0,0,0,0,0
4019,-23,11,5,121,925,5,18,-3,0,0,0,0,0,0
4020,1,9,7,148,1199,7,15,7,0,0,0,0,0,0
4021,-12,11,6,80,539,5,4,-16,0,0,0,0,0,0
4022,-7,5,7,89,588,11,14,-6,0,0,0,0,0,0
4023,-21,2,5,82,590,5,12,-6,0,0,0,0,0,0
4024,-8,6,2,52,329,7,12,-2,0,0,0,0,0,0
4025,41,9,2,37,158,12,8,35,0,1,0,1,0,0
4026,-16,8,1,190,1545,5,11,-6,0,0,0,0,0,0
4027,-2,10,4,61,399,2,11,9,0,0,0,0,0,0
4029,-11,10,3,119,805,3,11,-9,0,0,0,0,0,0
4030,-5,10,7,57,361,11,7,1,0,0,0,0,0,0
4031,8,4,3,104,589,10,22,-4,0,0,0,0,0,0
4032,-10,10,2,148,1048,8,12,-8,0,0,0,0,0,0
4033,-7,2,3,77,526,9,15,-2,0,0,0,0,0,0
4034,6,2,5,31,175,3,19,8,0,0,0,0,0,0
4035,0,1,5,85,602,5,24,-3,0,0,0,0,0,0
4036,-6,1,7,163,1337,3,17,-5,0,0,0,0,0,0
4038,7,3,3,151,1065,11,30,3,0,0,0,0,0,0
4039,10,3,6,203,1313,4,13,5,0,0,0,0,0,0
4040,-19,5,6,148,1195,6,10,2,0,0,0,0,0,0
4041,-5,11,1,103,674,24,10,-5,0,0,0,0,0,0
4042,-4,12,1,37,216,4,10,-6,0,0,0,0,0,0
4043,-12,7,6,60,376,5,10,-2,0,0,0,0,0,0
4044,-6,10,5,56,341,3,15,-4,0,0,0,0,0,0
4045,-3,6,3,97,741,4,16,0,0,0,0,0,0,0
4046,1,11,1,127,921,8,10,15,0,0,0,0,0,0
4047,9,11,2,47,223,6,17,-4,0,0,0,0,0,0
4048,26,12,5,145,889,6,11,19,0,1,0,1,0,1
4049,-14,6,1,149,1197,4,16,-3,0,0,0,0,0,0
4050,-5,9,4,115,934,5,9,1,0,0,0,0,0,0
4051,0,10,4,103,570,3,8,-4,0,0,0,0,0,0
4052,-17,11,6,24,107,4,7,-10,0,0,0,0,0,0
4053,-15,3,6,178,1723,9,7,27,0,0,0,0,0,0
4054,-1,6,2,52,282,18,9,-1,0,0,0,0,0,0
4055,10,12,1,132,1158,6,10,22,0,0,0,0,0,0
4056,3,10,3,58,370,10,13,8,0,0,0,0,0,0
4057,1,2,4,50,338,5,7,9,0,0,0,0,0,0
4058,19,1,7,154,1216,4,8,50,0,0,0,0,0,1
4059,30,3,5,69,429,5,26,19,0,1,0,1,0,0
4060,-4,4,5,38,150,3,18,-3,0,0,0,0,0,0
4061,-15,4,5,65,521,12,7,-7,0,0,0,0,0,0
4062,28,3,3,127,787,10,13,11,0,1,0,1,0,0
4063,9,7,5,85,556,6,11,19,0,0,0,0,0,0
4064,8,7,6,151,1189,5,11,16,0,0,0,0,0,0
4065,-9,3,4,82,602,5,22,2,0,0,0,0,0,0
4067,11,8,7,70,404,4,6,11,0,0,0,0,0,0
4068,-12,6,7,75,540,2,12,-1,0,0,0,0,0,0
4069,-3,6,7,68,410,7,17,2,0,0,0,0,0,0
4070,-14,7,6,70,429,5,8,-5,0,0,0,0,0,0
4071,32,7,3,52,190,12,8,25,0,1,0,1,0,1
4072,-2,6,3,56,314,4,19,-4,0,0,0,0,0,0
4073,-4,7,2,65,395,5,9,-3,0,0,0,0,0,0
4074,-18,8,2,84,599,6,9,-2,0,0,0,0,0,0
4075,-2,3,4,77,488,4,19,0,0,0,0,0,0,0
4076,36,12,7,64,414,7,12,38,0,0,0,0,0,1
4077,2,12,7,31,190,4,15,7,0,0,0,0,0,0
4078,12,4,2,201,1678,10,26,2,0,0,0,0,0,0
4079,13,8,2,30,84,50,7,-17,0,0,0,0,0,0
4080,-1,4,2,118,834,9,12,-5,0,0,0,0,0,0
4081,-26,10,2,174,1515,6,14,-6,0,0,0,0,0,0
4082,-23,11,1,74,592,11,8,-6,0,0,0,0,0,0
4083,-2,11,6,198,1626,8,15,4,0,0,0,0,0,0
4084,-7,1,7,43,256,5,11,-6,0,0,0,0,0,0
4085,-3,8,3,89,644,5,15,3,0,0,0,0,0,0
4086,32,3,7,165,1175,5,20,28,0,1,0,1,0,1
4087,-16,8,7,209,1660,8,14,8,0,0,0,0,0,0
4088,-22,12,3,73,301,6,8,-13,0,0,0,0,0,0
4089,-4,7,1,213,1618,3,7,3,0,0,0,0,0,0
4090,-7,9,7,108,836,6,8,-1,0,0,0,0,0,0
4091,-15,6,1,60,387,9,9,-10,0,0,0,0,0,0
4092,-26,4,1,72,529,4,9,-1,0,0,0,0,0,0
4093,-13,12,3,155,1017,10,10,-3,0,0,0,0,0,0
4094,84,2,7,44,236,4,11,90,0,0,1,0,0,0
4095,5,8,4,74,468,27,7,-8,0,0,0,0,0,0
4097,10,11,1,104,793,5,28,0,0,0,0,0,0,0
4098,39,1,6,58,220,4,12,35,0,0,0,1,0,1
4099,-12,5,4,38,214,6,18,6,0,0,0,0,0,0
4100,-5,4,3,46,276,5,6,-2,0,0,0,0,0,0
4101,17,1,3,157,1107,3,18,5,0,0,0,1,0,1
4102,1,5,4,107,896,8,23,4,0,0,0,0,0,0
4103,-2,2,7,134,852,11,9,7,0,0,0,0,0,0
4104,5,6,6,91,622,5,19,0,0,0,0,0,0,0
4105,-5,2,7,165,1119,2,26,-5,0,0,0,0,0,0
4106,6,2,6,257,1774,7,27,1,0,0,0,0,0,0
4107,9,4,4,54,239,4,8,3,0,0,0,0,0,0
4108,30,5,1,70,313,9,10,26,0,0,0,1,0,1
4109,-19,9,3,121,928,3,7,-5,0,0,0,0,0,0
4110,1,2,7,166,1452,8,14,6,0,0,0,0,0,0
4111,-13,8,4,115,872,3,12,0,0,0,0,0,0,0
4112,-11,12,3,116,929,3,12,-2,0,0,0,0,0,0
4113,-15,12,6,137,1205,4,16,-7,0,0,0,0,0,0
4114,-11,1,6,50,402,6,18,-5,0,0,0,0,0,0
4115,3,12,2,31,168,7,13,11,0,0,0,0,0,0
4116,-26,3,7,219,1979,6,20,-5,0,0,0,0,0,0
4117,-19,6,7,127,951,5,12,-3,0,0,0,0,0,0
4118,-3,6,1,137,872,6,20,-5,0,0,0,0,0,0
4119,15,5,5,36,189,4,15,15,0,0,0,0,0,1
4120,70,1,7,121,403,9,27,-2,0,0,0,1,0,0
4121,-17,4,2,105,861,6,11,-1,0,0,0,0,0,0
4122,3,3,4,103,551,7,12,-4,0,0,0,0,0,0
4123,12,7,5,151,1142,4,6,26,0,0,0,0,0,0
4124,-6,5,5,52,337,5,17,1,0,0,0,0,0,0
4125,-14,4,1,28,134,5,8,-5,0,0,0,0,0,0
4126,49,7,3,97,594,4,41,32,0,0,0,1,0,1
4127,-7,1,2,76,507,5,15,-2,0,0,0,0,0,0
4128,-9,3,7,88,624,9,17,-10,0,0,0,0,0,0
4129,-18,4,1,58,323,12,9,-7,0,0,0,0,0,0
4130,56,2,3,185,1589,8,76,2,0,0,0,1,0,0
4131,37,6,4,95,760,10,53,60,0,1,0,0,0,1
4132,-6,11,7,57,425,17,13,-4,0,0,0,0,0,0
4133,13,8,1,102,761,9,42,4,0,0,0,0,0,0
4134,1,4,5,77,552,6,23,-5,0,0,0,0,0,0
4135,-3,11,1,43,224,5,23,-4,0,0,0,0,0,0
4136,58,6,2,145,874,6,24,28,0,1,0,1,0,0
4137,38,6,2,83,546,4,17,35,0,1,0,1,0,1
4138,9,6,1,65,404,5,11,7,0,0,0,0,0,0
4139,44,2,1,84,448,8,22,40,0,1,0,1,0,0
4140,13,4,1,34,109,5,21,5,0,0,0,0,0,0
4141,-8,7,4,67,285,13,10,-3,0,0,0,0,0,0
4142,-4,1,4,185,1416,6,18,2,0,0,0,0,0,0
4144,-20,8,6,145,1121,5,13,-5,0,0,0,0,0,0
4145,-9,1,7,60,345,3,14,-6,0,0,0,0,0,0
4146,-1,4,2,33,216,4,14,-1,0,0,0,0,0,0
4147,-20,8,5,62,445,3,13,-4,0,0,0,0,0,0
4148,-9,7,2,184,1491,2,11,-1,0,0,0,0,0,0
4149,-11,6,7,105,761,11,13,-5,0,0,0,0,0,0
4150,-1,9,2,209,1481,8,22,-7,0,0,0,0,0,0
4151,-5,10,3,136,1036,3,9,-1,0,0,0,0,0,0
4152,11,4,1,102,647,6,29,-3,0,0,0,0,0,0
4153,-19,10,2,132,951,5,15,-1,0,0,0,0,0,0
4154,-15,6,2,16,56,13,9,-5,0,0,0,0,0,0
4155,10,1,4,43,217,4,25,0,0,0,0,0,0,0
4156,18,7,6,46,304,12,10,25,0,0,0,0,0,1
4157,-22,10,3,34,183,2,8,-13,0,0,0,0,0,0
4158,125,12,1,67,417,2,12,124,0,1,0,1,0,1
4159,40,11,5,90,563,13,24,17,0,1,0,1,0,0
4160,-26,9,3,108,793,13,16,-5,0,0,0,0,0,0
4161,4,10,4,70,460,3,9,7,0,0,0,0,0,0
4162,44,5,5,188,1276,4,16,28,0,1,0,1,0,0
4163,-6,8,2,178,1249,7,15,-6,0,0,0,0,0,0
4164,25,6,7,128,992,2,18,36,0,1,0,0,0,1
4165,19,7,2,66,414,13,9,31,0,0,0,1,0,0
4166,10,10,1,117,804,3,23,10,0,0,0,0,0,0
4167,6,6,3,87,503,11,16,3,0,0,0,0,0,0
4168,35,4,2,164,1005,2,16,31,0,1,0,1,0,1
4169,6,5,1,43,212,3,37,1,0,0,0,0,0,0
4170,100,7,4,115,903,3,23,117,0,0,1,0,0,0
4171,0,11,7,137,992,4,14,-6,0,0,0,0,0,0
4172,-14,4,6,35,224,3,10,-2,0,0,0,0,0,0
4173,119,12,7,99,680,4,26,105,0,0,0,1,0,1
4174,-14,10,7,96,622,7,8,0,0,0,0,0,0,0
4175,-8,5,3,64,318,1,5,0,0,0,0,0,0,0
4176,85,1,2,36,222,4,16,94,0,0,0,1,0,0
4177,53,4,1,73,544,3,37,53,0,0,0,1,0,0
4178,5,5,1,52,223,4,13,5,0,0,0,0,0,0
4179,79,5,1,95,642,7,27,69,0,1,0,1,0,1
4180,20,3,5,76,417,11,18,8,0,0,0,1,0,1
4181,-15,8,5,103,779,6,13,-2,0,0,0,0,0,0
4182,-7,5,4,52,333,3,9,-1,0,0,0,0,0,0
4183,-3,4,5,182,1237,2,18,0,0,0,0,0,0,0
4184,-2,10,1,261,2277,6,12,0,0,0,0,0,0,0
4185,-4,6,3,49,304,9,9,-1,0,0,0,0,0,0
4186,-4,12,6,64,373,7,18,-3,0,0,0,0,0,0
4187,-2,4,4,60,234,7,12,-3,0,0,0,0,0,0
4188,4,10,6,38,224,5,16,10,0,0,0,0,0,0
4189,-5,6,5,92,652,8,20,0,0,0,0,0,0,0
4190,-13,4,5,142,866,3,9,-7,0,0,0,0,0,0
4191,-4,9,3,92,692,5,28,-6,0,0,0,0,0,0
4192,-4,5,4,75,445,4,10,-7,0,0,0,0,0,0
4193,43,7,3,32,174,7,68,-7,0,0,0,1,0,0
4194,1,2,5,50,296,6,19,-3,0,0,0,0,0,0
4195,-4,4,4,55,408,3,18,0,0,0,0,0,0,0
4196,-24,12,6,181,1416,11,14,-9,0,0,0,0,0,0
4197,-2,10,2,137,900,7,12,-2,0,0,0,0,0,0
4198,0,7,4,43,247,5,10,7,0,0,0,0,0,0
4200,-22,10,6,96,787,4,5,3,0,0,0,0,0,0
4201,-20,1,7,50,308,3,11,-4,0,0,0,0,0,0
4202,2,3,3,79,533,2,21,4,0,0,0,0,0,0
4203,38,2,1,81,628,6,8,43,0,1,0,0,0,1
4204,-1,10,5,147,1093,4,15,-2,0,0,0,0,0,0
4205,39,2,2,149,527,1,16,0,0,0,0,1,0,0
4206,14,11,5,38,179,4,18,9,0,0,0,0,0,0
4207,67,1,4,47,271,5,11,69,0,1,0,0,0,1
4208,8,5,5,159,1069,5,7,12,0,0,0,0,0,0
4209,16,11,5,76,493,4,14,17,0,0,0,1,0,0
4210,-12,11,5,87,683,4,17,-5,0,0,0,0,0,0
4211,-12,10,2,123,872,8,9,-2,0,0,0,0,0,0
4212,56,6,4,87,629,6,28,55,0,1,0,1,0,1
4213,-10,7,1,45,181,4,9,-1,0,0,0,0,0,0
4214,-17,9,2,98,647,3,12,1,0,0,0,0,0,0
4215,-4,10,7,37,226,14,12,0,0,0,0,0,0,0
4216,11,2,6,146,929,6,10,19,0,0,0,0,0,0
4217,2,8,4,63,373,6,15,-2,0,0,0,0,0,0
4218,17,6,1,27,135,2,12,26,0,1,0,0,0,0
4219,79,8,1,121,925,6,10,97,0,0,0,0,0,1
4220,-3,2,6,84,581,3,15,0,0,0,0,0,0,0
4221,-20,6,3,144,1050,6,13,-6,0,0,0,0,0,0
4222,-10,1,5,72,562,4,14,-3,0,0,0,0,0,0
4223,4,5,1,191,1449,6,18,-11,0,0,0,0,0,0
4225,-6,10,1,68,480,3,10,-2,0,0,0,0,0,0
4226,17,9,3,136,1037,3,8,20,0,1,0,0,0,1
4227,-1,7,6,272,2296,8,20,3,0,0,0,0,0,0
4228,-16,3,6,72,541,2,9,-8,0,0,0,0,0,0
4229,-15,8,5,132,867,8,16,-2,0,0,0,0,0,0
4230,9,4,3,294,2083,7,26,0,0,0,0,0,0,0
4231,13,11,5,36,147,3,19,5,0,0,0,0,0,0
4232,-11,5,4,68,461,4,12,-1,0,0,0,0,0,0
4233,13,9,7,60,406,6,30,4,0,0,0,0,0,0
4234,0,9,4,47,239,5,9,-1,0,0,0,0,0,0
4235,-19,8,1,69,430,3,11,-4,0,0,0,0,0,0
4236,26,1,3,139,1171,12,13,37,0,1,0,0,0,0
4237,1,9,1,39,261,5,5,5,0,0,0,0,0,0
4238,-3,4,3,51,294,3,11,-3,0,0,0,0,0,0
4239,-1,1,2,259,1797,2,9,-6,0,0,0,0,0,0
4240,21,11,4,105,861,10,19,30,0,1,0,0,0,1
4241,0,3,6,153,1222,9,13,2,0,0,0,0,0,0
4242,52,4,5,86,652,7,27,49,0,0,0,1,0,1
4243,6,11,7,40,190,3,12,11,0,0,0,0,0,0
4244,21,4,3,198,1276,8,17,-3,0,0,0,1,0,0
